global,major,smc,commercial,it_spend,employee_count,pc_count,size,tech_support,discount,revenue,tech_discount
0,1,0,1,17463,66,47,140023,1,0,16650.33,0
1,0,1,0,8275,19,16,21935,0,0,6043.55,0
0,0,1,0,37609,76,93,186672,1,0,18216.06,0
0,0,1,1,10049,100,68,53619,1,1,15951.44,1
0,0,1,1,10942,125,154,33710,1,0,15178.08,0
0,0,0,0,72978,46,39,189662,1,1,25200.71,1
0,0,1,0,12363,27,22,31227,1,1,9139.89,1
1,0,1,0,27289,36,31,121945,1,0,16779.91,0
0,0,1,1,7667,44,47,46684,0,1,6629.55,0
0,0,1,0,8679,18,11,28879,0,0,2725.17,0
1,0,1,1,22840,11,6,126504,0,0,9502.76,0
0,1,0,1,9708,89,59,45745,0,0,5006.42,0
1,0,0,0,26739,81,87,120447,0,0,10819.49,0
0,0,0,1,56503,53,48,146965,1,1,21664.36,1
0,0,1,1,1995,112,104,15256,0,1,6100.6,0
0,0,0,1,35938,19,20,95950,0,0,4656.72,0
1,0,0,1,4312,38,41,30816,0,0,8202.15,0
1,0,1,1,11240,13,14,61523,1,0,14287.61,0
1,0,1,1,12051,95,114,32497,1,0,17091.29,0
0,1,0,1,14072,25,16,134313,1,0,13281.92,0
1,1,0,0,10772,30,20,43592,0,0,8978.88,0
0,0,1,0,29398,71,72,103500,0,1,12218.0,0
0,0,1,1,2009,82,83,13299,0,1,6398.36,0
0,0,1,0,55019,75,65,151204,0,1,15393.44,0
0,0,1,1,8024,117,117,24001,1,0,12216.88,0
0,0,1,1,3163,16,10,29186,0,0,3243.77,0
0,0,0,0,9121,17,18,84477,0,0,3859.3,0
0,0,1,1,4566,56,40,13178,0,0,4549.87,0
0,0,1,1,49437,46,44,228672,1,0,18526.75,0
0,0,1,1,52486,15,10,140954,0,0,5858.52,0
0,0,1,1,69370,114,103,184808,0,1,20807.67,0
0,0,0,1,9789,156,197,28010,0,1,13530.65,0
0,0,1,1,8656,80,95,43736,1,0,12710.59,0
0,0,1,1,21175,48,48,102315,1,0,12091.05,0
0,1,0,1,7702,292,312,26266,1,0,22859.58,0
1,0,1,0,60376,124,104,157177,1,1,31904.76,1
0,0,0,0,58435,60,41,191337,0,1,17286.23,0
1,0,1,1,3496,125,161,16201,0,0,12469.59,0
0,0,1,1,7388,40,48,20111,0,1,5416.3,0
0,0,1,0,10081,104,76,25349,1,0,7577.97,0
0,1,0,1,59263,45,33,159316,1,1,26015.15,1
0,0,1,1,39850,117,126,266732,1,1,38457.42,1
0,0,1,1,124422,30,24,426440,0,1,37135.08,0
1,0,1,1,23914,30,35,130900,0,1,16918.9,0
1,0,1,1,7699,27,25,33783,1,0,14934.29,0
1,0,1,1,78624,80,97,213882,1,1,36116.58,1
0,0,1,0,17187,53,60,96134,0,1,10323.36,0
0,1,0,1,54043,18,22,213215,1,1,31239.2,1
0,0,0,0,26325,47,33,152157,1,1,21319.24,1
1,0,1,1,42241,21,25,253465,1,1,36720.16,1
0,0,0,1,5858,15,10,17547,0,0,866.5,0
1,0,0,1,6384,102,72,35227,1,0,14702.8,0
0,0,1,1,2786,21,17,12121,0,1,2258.13,0
0,0,0,1,82116,31,37,456050,1,1,51880.3,1
0,0,1,1,24232,142,88,157885,1,0,18343.63,0
1,0,1,1,2620,45,30,26001,0,0,5512.5,0
0,0,1,1,3921,31,24,14241,0,0,3313.34,0
1,0,0,1,118363,143,147,304508,1,1,47852.09,1
0,1,0,1,21732,11,12,66918,0,1,8795.36,0
0,0,1,0,8770,50,42,82729,1,1,15661.76,1
1,0,1,1,3432,28,20,17932,1,0,11402.2,0
1,0,0,1,6756,45,34,34062,0,0,8351.67,0
0,0,1,1,30137,74,73,117713,0,0,7571.37,0
0,0,0,0,48923,25,27,131711,0,1,12597.96,0
0,0,0,1,10364,36,33,35162,0,0,2499.17,0
0,0,1,0,15403,11,8,47092,1,1,11240.48,1
0,0,1,1,5730,213,267,47487,0,0,12059.03,0
0,0,0,0,27791,50,47,117492,0,0,5134.2,0
1,0,1,1,11571,23,21,53433,0,1,10629.1,0
0,0,1,1,6523,43,36,18816,1,0,9464.52,0
0,1,0,0,37292,42,42,96920,0,0,7979.39,0
0,0,0,1,91266,90,57,287031,1,1,36334.68,1
0,0,1,1,25181,241,297,70897,1,1,27973.16,1
0,0,1,1,15019,50,55,38278,0,1,6338.09,0
0,1,0,1,5511,12,14,48863,1,1,11006.59,1
1,0,1,1,29488,58,47,125085,1,1,26038.8,1
0,0,1,1,32206,38,36,284796,1,1,36645.64,1
0,0,0,1,124635,35,41,368727,1,1,45373.57,1
0,0,1,0,12544,20,20,91212,0,1,8654.98,0
0,1,0,1,12907,12,13,71272,0,0,5779.29,0
0,1,0,1,20808,156,121,58423,0,1,11890.29,0
0,0,0,0,15182,96,94,91407,1,1,19539.92,1
0,1,0,1,4417,18,20,15004,0,0,3937.91,0
0,0,1,1,27261,39,35,89449,0,0,5573.49,0
0,0,1,0,94970,138,145,270429,0,1,28266.38,0
0,0,1,1,4418,21,16,13274,0,0,3095.43,0
1,0,0,1,8841,37,22,33257,0,0,5563.59,0
0,0,0,0,6372,51,36,25215,1,0,8733.24,0
1,1,0,0,2144,43,38,14802,0,0,8901.8,0
0,0,0,1,4515,23,23,38466,1,1,12135.37,1
0,1,0,0,2454,39,33,16107,0,1,3831.36,0
1,0,0,0,14352,102,88,45394,0,1,11339.29,0
0,1,0,1,19537,106,102,87840,0,1,14775.65,0
0,0,1,0,5145,45,50,25495,0,1,4170.85,0
1,1,0,1,19614,69,56,57081,1,0,17970.53,0
0,0,0,1,8633,49,62,74423,0,0,7596.23,0
0,0,1,1,11846,78,90,54722,1,1,15920.28,1
0,0,1,1,10003,78,67,26486,0,1,4266.67,0
0,1,0,1,9625,29,27,31766,0,1,6432.66,0
0,0,1,1,16926,13,12,99886,1,0,12412.86,0
0,0,1,1,10846,12,13,62702,1,0,8862.56,0
0,1,0,1,30862,11,10,141853,1,1,22100.81,1
0,0,0,1,37431,17,14,100785,1,1,16670.66,1
0,1,0,1,23443,63,61,150607,0,0,10265.7,0
0,1,0,1,5254,45,39,16314,0,0,3674.96,0
0,0,0,1,1484,74,83,10356,0,1,3749.07,0
0,1,0,0,32211,61,61,169634,1,0,17966.0,0
1,0,0,1,24262,18,22,114054,1,0,14901.18,0
0,0,1,1,23411,52,34,61017,1,1,13705.96,1
0,0,1,1,14557,31,29,48400,1,0,10045.33,0
0,0,1,1,3612,31,39,15993,0,1,4451.11,0
0,0,1,0,6048,74,91,26755,0,0,4823.02,0
0,0,0,0,41713,38,31,127759,0,0,3579.63,0
0,0,0,1,3755,110,81,31828,0,0,5080.33,0
0,0,0,1,58730,11,13,156161,1,0,16838.32,0
1,0,1,1,9946,23,18,25537,0,1,8450.37,0
0,0,1,1,62638,29,34,201956,1,0,16353.64,0
0,0,1,0,24886,35,31,140824,1,1,21353.99,1
0,0,0,0,59675,79,49,172544,1,1,23784.01,1
1,0,1,1,22479,149,152,57507,0,0,14855.24,0
0,0,1,1,6765,64,55,36235,0,0,3924.86,0
0,0,1,1,4370,163,113,17863,1,0,13067.52,0
1,1,0,0,32908,63,69,182030,1,1,31603.4,1
1,0,0,0,44768,72,78,288131,1,1,41805.46,1
0,0,1,0,51501,19,14,160081,0,1,13253.74,0
0,1,0,1,37973,12,9,118758,0,0,9247.63,0
0,0,0,1,41362,21,26,126915,0,1,12458.48,0
0,0,1,1,100158,397,323,274719,0,1,37514.29,0
0,0,1,1,13531,68,68,41268,0,0,7088.81,0
0,1,0,1,10693,39,38,52841,1,1,15146.54,1
0,0,1,0,9508,55,39,66334,0,1,5978.72,0
0,0,0,1,6476,64,80,23459,0,1,7550.86,0
0,0,1,0,11469,29,35,54717,0,0,3341.82,0
0,0,1,1,50873,17,12,193027,1,1,26327.42,1
0,0,0,1,19255,198,216,48928,0,0,9853.26,0
0,0,0,0,68221,157,133,184800,1,0,18208.88,0
0,0,0,0,6760,42,49,52894,1,1,10408.72,1
1,0,1,1,10816,85,53,27988,0,1,9306.02,0
0,0,1,1,13410,17,19,60339,0,0,2884.16,0
0,1,0,1,20812,47,43,65449,0,1,9734.05,0
0,0,1,0,10132,12,14,75928,0,0,2883.08,0
0,0,0,0,59470,41,27,292631,1,1,36257.64,1
0,0,1,1,112782,38,39,315258,0,1,27193.64,0
0,0,1,1,20229,84,53,58026,0,0,5205.69,0
0,1,0,1,17655,142,98,96204,1,0,15345.31,0
0,0,0,0,18655,23,17,48163,1,1,10107.28,1
0,0,1,1,55725,25,23,166714,1,0,17594.86,0
0,0,0,1,8346,30,32,30487,0,0,3175.21,0
1,0,0,1,24125,92,77,102457,0,0,11334.54,0
0,0,1,0,6244,90,75,51526,0,0,4258.85,0
1,0,1,0,13683,44,56,67320,0,0,8328.71,0
1,0,0,1,6983,18,12,55021,1,1,14420.93,1
1,0,0,1,24811,15,18,102213,0,1,14348.56,0
0,0,1,0,44913,63,44,417163,1,1,47465.34,1
0,0,1,0,4186,12,10,15928,1,1,8649.0,1
0,0,1,1,3885,96,86,17580,1,1,10898.44,1
1,0,1,0,10182,18,20,74347,1,0,12159.9,0
0,0,0,1,11623,16,19,87554,0,1,7233.63,0
0,0,0,1,37849,24,19,108781,1,1,17732.65,1
0,0,1,0,26267,19,24,111482,0,0,5042.94,0
0,0,0,0,36834,84,99,100638,1,0,15057.14,0
0,0,1,1,11158,34,22,32180,0,0,4486.46,0
0,0,1,1,41565,13,9,108630,1,1,17150.96,1
0,0,1,1,8298,73,93,69506,1,0,11789.74,0
0,0,1,1,10833,115,107,33468,0,0,5959.57,0
0,0,0,0,13728,28,26,52748,0,0,2417.58,0
0,0,1,0,43005,16,15,243471,0,1,19579.1,0
0,0,0,1,23209,51,59,64592,0,0,6723.13,0
1,0,1,1,24414,54,36,89895,1,0,16628.33,0
0,0,0,1,12277,22,26,34947,0,0,4656.09,0
1,0,1,0,38269,12,13,107397,1,0,15324.51,0
0,0,1,1,20574,39,40,78478,1,0,9484.15,0
0,1,0,1,8841,10,9,34104,0,0,5098.28,0
0,0,1,0,9260,41,34,87200,0,0,3820.74,0
0,0,1,1,21805,59,54,106506,0,1,11924.61,0
0,1,0,0,27969,36,24,155298,0,1,15583.73,0
0,0,0,1,16583,92,65,58958,1,0,12828.24,0
1,0,1,1,72348,51,35,241828,0,1,26127.95,0
1,0,0,1,14403,27,20,55228,0,0,6713.85,0
0,0,0,1,22024,49,46,118816,1,0,14502.09,0
1,1,0,1,62831,102,115,180594,1,1,35018.91,1
0,1,0,0,82642,25,22,271759,1,0,20509.35,0
0,0,1,1,37274,35,36,140684,0,0,7800.92,0
0,1,0,0,52187,12,9,147369,1,1,20957.41,1
1,0,0,1,2582,97,120,14821,1,0,15673.92,0
0,0,1,1,11106,102,80,49998,0,0,5621.03,0
0,0,0,1,11587,125,114,69017,0,0,9156.33,0
0,1,0,1,41123,62,71,225071,1,0,21751.17,0
0,0,1,1,4741,100,74,39316,1,0,11367.82,0
0,0,1,1,2983,24,18,12027,1,0,7368.0,0
0,0,1,1,67185,19,23,592031,1,1,66294.4,1
0,0,1,1,13886,111,107,58209,1,1,15133.08,1
0,0,1,1,4282,70,47,10741,0,1,5618.64,0
0,0,1,1,14278,49,47,50781,1,1,13386.89,1
0,1,0,0,33723,16,20,230303,1,1,31614.43,1
1,0,0,1,108490,49,36,285019,1,1,40717.37,1
1,1,0,1,12425,101,107,31355,1,0,18790.95,0
1,0,1,1,37843,13,10,159448,0,0,10230.59,0
0,0,1,1,4886,22,23,18308,0,0,3440.5,0
0,0,0,1,24118,22,23,85655,0,1,9020.87,0
0,0,0,1,41197,71,85,106057,1,1,19384.68,1
0,0,0,1,36730,86,57,118542,0,1,12495.46,0
1,0,1,1,6270,39,38,35737,0,0,8370.51,0
0,0,0,1,48090,39,41,194165,1,0,17499.99,0
0,0,1,1,4196,46,37,28286,1,1,9859.15,1
0,1,0,0,7210,35,44,49912,0,0,5967.84,0
0,0,1,1,4610,18,22,24152,1,0,7881.63,0
0,0,1,1,82500,149,125,207800,1,0,21643.23,0
0,0,1,1,3152,68,82,15647,0,0,5102.76,0
0,0,1,0,3001,113,104,12047,0,1,4998.71,0
0,0,0,1,36290,11,13,189870,0,1,18641.16,0
0,0,1,1,13968,257,311,66876,0,1,19960.93,0
0,0,0,1,7859,46,43,39429,0,1,7089.91,0
0,1,0,1,51940,178,174,292856,0,1,31379.32,0
1,0,1,1,40464,26,24,185851,1,0,19645.24,0
1,0,0,1,5855,22,15,41749,1,1,13650.7,1
1,0,0,0,20478,70,55,73767,0,0,7603.84,0
0,0,0,0,12950,20,14,63673,1,1,11390.6,1
0,0,1,1,50706,185,191,259323,0,1,29831.33,0
0,0,1,0,12336,66,47,65794,0,0,5295.02,0
0,0,1,1,23842,37,33,92404,1,0,12156.38,0
0,0,0,0,5618,19,22,14347,1,1,5903.91,1
0,0,0,1,28132,93,117,74672,0,0,6671.78,0
1,0,1,1,12270,17,22,31254,0,1,8959.68,0
0,0,0,1,35356,124,107,100331,0,1,12764.66,0
0,1,0,1,39636,23,23,139884,0,1,13465.13,0
0,1,0,1,14221,143,151,51248,1,0,19010.06,0
1,0,0,0,4411,17,17,14701,1,0,10443.94,0
0,0,1,1,35540,19,23,111631,1,0,14659.38,0
0,0,0,1,2436,78,53,11520,0,0,3432.26,0
0,0,1,1,10278,119,122,64211,0,0,9013.16,0
0,0,1,1,23473,30,28,60043,1,1,13186.56,1
0,1,0,1,32605,62,53,130204,1,0,17086.88,0
1,0,1,0,5443,51,53,29779,1,1,12891.61,1
0,1,0,1,12287,14,11,32485,1,0,10804.33,0
1,1,0,1,16551,14,13,72707,0,0,10831.11,0
0,0,0,0,112485,37,33,294377,1,0,20969.15,0
1,1,0,0,43867,15,15,178062,1,1,29001.08,1
0,0,1,0,74769,18,20,211482,1,1,27140.03,1
1,0,1,1,41708,229,147,125470,0,1,21229.99,0
0,1,0,1,14132,32,23,73589,0,1,9436.54,0
0,0,1,1,1645,42,29,10561,1,0,7917.73,0
0,0,1,0,12549,76,57,38509,0,0,4186.25,0
0,0,1,1,41952,132,123,159724,1,0,19038.31,0
0,1,0,1,57496,28,30,180825,1,0,18473.05,0
0,0,0,0,57708,43,55,188921,0,0,8200.04,0
0,0,1,1,26207,63,72,105094,1,1,19052.53,1
0,0,1,0,87395,14,11,265685,1,1,31667.21,1
0,0,0,0,31288,62,66,128180,0,0,7876.54,0
0,0,1,1,22486,28,32,186502,0,1,17617.6,0
0,1,0,1,62431,23,29,170763,1,1,26957.69,1
0,0,1,1,16166,22,28,47458,0,0,4414.54,0
1,0,0,0,10481,66,84,34409,0,1,9644.67,0
0,0,1,1,11046,68,54,39023,0,0,4836.42,0
1,0,1,0,5716,33,27,18758,1,0,10680.47,0
0,0,1,1,31073,177,135,120287,0,0,10224.81,0
0,0,0,1,18683,128,151,93074,1,0,18355.78,0
0,1,0,1,36027,50,32,153666,0,1,17033.62,0
1,0,0,1,57356,59,69,270515,1,1,38720.56,1
1,0,1,1,17026,72,65,68146,0,1,12469.5,0
0,0,0,1,10509,25,27,35371,0,0,3850.5,0
0,0,1,1,71571,18,20,243258,1,1,32101.21,1
0,0,1,1,18663,33,38,111100,0,0,7038.63,0
0,0,0,1,3083,69,54,16495,1,0,9018.93,0
0,0,0,0,8970,14,11,84745,1,1,13071.81,1
0,0,0,1,31243,68,54,136917,1,1,23749.7,1
0,0,1,1,17250,29,24,60243,1,1,13029.43,1
0,0,1,1,4554,18,17,13039,0,0,4193.72,0
0,0,0,0,13831,69,76,90289,0,0,4992.11,0
0,1,0,0,44217,42,51,130825,1,0,16737.7,0
0,0,1,0,10513,29,34,27477,1,1,10363.03,1
0,0,0,0,15967,39,35,89785,1,0,10216.49,0
0,0,1,0,3019,13,8,15849,0,1,1918.47,0
0,0,1,1,7839,127,112,66145,1,1,17110.84,1
1,0,0,1,46790,28,29,202190,0,1,23053.75,0
0,0,0,1,25059,84,95,101515,0,0,8605.21,0
0,0,0,1,60204,67,83,290129,1,1,38259.78,1
0,0,0,0,5553,37,31,24958,0,1,3215.7,0
1,1,0,0,2635,176,170,10540,1,0,18151.19,0
0,1,0,1,11919,73,94,116933,0,1,16588.52,0
0,0,1,1,44548,78,49,139936,1,0,16430.59,0
0,1,0,1,12196,72,58,54559,0,1,10381.81,0
0,0,1,0,30518,58,48,85608,1,1,14940.57,1
1,1,0,1,11235,15,16,33761,0,1,8618.76,0
0,0,1,0,16918,24,20,49967,0,0,2205.35,0
0,0,1,1,51551,19,23,228340,0,1,19487.98,0
0,0,0,1,1161,137,126,10110,0,0,6438.15,0
0,0,1,1,23339,10,6,121433,1,0,11475.92,0
0,0,1,1,11747,13,14,30759,0,0,3952.42,0
0,0,0,1,38292,17,19,276460,1,1,32961.27,1
0,0,0,0,9385,14,12,24120,0,1,2150.76,0
1,1,0,1,22095,90,88,186400,0,1,24938.68,0
0,0,1,0,4524,52,57,11477,1,1,8481.16,1
0,0,1,0,3590,84,65,17743,0,0,3901.47,0
0,0,0,0,57173,69,81,194397,1,0,18470.4,0
0,0,1,1,11691,12,10,30587,0,0,2445.97,0
1,0,0,1,43341,132,82,119059,0,0,12205.09,0
1,0,1,1,39893,27,23,118939,0,1,15217.29,0
0,0,0,1,43130,25,25,155603,1,1,22927.8,1
0,0,1,1,2432,20,22,10707,0,1,3579.83,0
0,0,0,1,4616,99,94,14943,1,0,11813.64,0
0,0,0,1,43744,20,19,123561,0,1,12900.77,0
0,0,1,0,19166,84,96,164619,1,1,24497.47,1
0,0,0,1,12244,106,114,47774,0,1,9585.58,0
0,0,1,1,48686,60,76,335624,1,1,41627.81,1
0,0,0,1,14376,59,75,39382,0,1,6177.24,0
0,0,0,1,23822,21,17,70596,0,1,7828.34,0
1,1,0,1,5162,132,119,51026,1,1,22679.75,1
1,0,1,1,97206,70,85,288765,1,0,28145.27,0
0,0,0,1,7972,56,71,20187,0,0,4358.59,0
0,0,1,0,119282,111,73,381223,1,1,48825.16,1
1,1,0,1,48188,36,24,166317,0,0,13475.01,0
1,0,1,1,21309,75,93,96090,0,0,12753.54,0
0,1,0,1,59161,10,9,177549,0,1,17060.57,0
0,0,1,0,18220,34,28,95970,0,1,8836.23,0
0,0,0,1,58011,81,84,164011,0,1,19483.51,0
0,0,1,1,14562,27,31,50186,0,0,4372.06,0
0,0,0,1,30014,276,295,205223,0,1,29953.99,0
0,0,1,0,25956,43,36,207341,1,0,17356.97,0
0,1,0,1,23191,55,62,115530,1,0,17237.24,0
0,0,0,1,63723,18,17,277788,1,1,33984.33,1
0,0,1,1,34485,23,26,94661,1,0,12052.67,0
0,0,0,1,10832,89,80,36405,1,0,11457.6,0
1,1,0,1,3425,11,7,20511,1,1,14623.94,1
0,0,1,1,48257,25,16,138281,1,1,21028.5,1
0,0,1,1,13363,39,44,44636,0,0,6198.28,0
0,0,1,1,11948,48,45,78276,0,0,8591.52,0
0,0,1,1,24625,80,81,154873,0,1,17730.15,0
0,0,0,0,20477,22,24,150152,0,1,12872.7,0
0,0,1,1,54552,52,58,178123,0,0,9448.09,0
0,0,1,1,12774,91,103,38037,0,0,6335.5,0
0,0,1,1,4302,23,18,37911,1,1,11050.48,1
0,0,1,1,25692,110,93,107027,1,0,15720.37,0
0,0,0,1,12288,91,66,85794,1,1,17085.62,1
1,0,0,0,31423,61,69,149848,1,1,26623.66,1
0,1,0,0,47336,48,50,199343,1,0,20241.82,0
0,1,0,1,56979,15,13,223319,1,1,30246.85,1
0,0,1,0,42895,11,8,409816,1,0,27934.83,0
0,0,1,1,27340,60,45,199973,1,1,28643.99,1
0,1,0,1,18050,96,73,46960,0,0,7386.64,0
0,0,1,1,17590,117,111,64199,1,1,16801.3,1
0,0,1,1,73270,51,35,210451,1,0,17615.62,0
0,0,1,0,19700,60,40,52203,0,0,3702.35,0
1,0,0,1,62574,15,17,211830,0,0,10518.48,0
0,0,1,0,14416,124,114,61017,0,1,10537.92,0
0,0,0,1,3721,61,71,18761,0,0,4274.04,0
0,1,0,0,32014,39,34,168779,1,1,22833.48,1
0,0,1,1,3085,10,11,17143,0,0,1725.57,0
0,0,1,1,7698,67,67,21786,0,1,4493.4,0
1,0,0,1,25514,16,18,79330,0,0,8614.6,0
0,0,0,0,80766,13,8,409216,0,1,32385.27,0
0,0,1,1,9472,23,15,70972,0,1,7159.86,0
0,0,1,1,14786,173,120,51263,0,1,9207.94,0
0,0,1,1,12143,16,10,84849,1,1,15010.17,1
0,0,1,1,34725,35,31,151778,0,1,15802.92,0
0,1,0,1,38681,25,17,234451,1,1,30319.0,1
1,0,0,1,89769,32,22,267633,1,1,38036.22,1
0,0,1,0,25641,13,11,69995,1,0,11522.15,0
1,1,0,1,44697,79,56,237676,1,0,25230.62,0
1,0,1,1,32141,13,7,126438,1,0,16778.87,0
1,1,0,1,22923,268,312,194055,1,1,43769.62,1
0,0,0,0,2684,77,58,17673,0,0,3511.94,0
0,0,0,1,9460,68,52,68510,0,0,5695.15,0
0,0,0,1,12360,14,14,67594,0,0,3685.76,0
1,1,0,1,53037,21,15,211044,1,0,24571.0,0
0,0,0,1,34956,153,147,142812,0,1,19931.76,0
1,0,1,1,20072,111,98,108150,0,1,19529.78,0
0,1,0,1,8014,109,120,52152,1,1,19136.56,1
0,0,1,1,18900,11,7,74524,0,0,4241.82,0
1,0,0,1,41220,50,44,275648,1,1,39463.26,1
0,0,0,1,12064,114,141,58648,0,0,7356.33,0
0,0,0,1,2348,66,61,11965,0,0,3747.52,0
0,0,1,1,50879,130,115,278253,1,0,25501.67,0
0,0,1,1,106257,60,42,273111,1,1,34219.62,1
0,0,1,1,19632,77,82,130469,1,0,15473.3,0
0,1,0,0,11690,19,15,111676,0,0,6369.08,0
0,1,0,1,32570,45,34,110579,1,0,14653.63,0
0,0,1,1,8791,34,27,22367,1,1,9900.52,1
0,1,0,0,16224,40,27,40810,1,0,10836.32,0
1,0,1,1,70877,37,38,182144,0,0,10354.32,0
0,1,0,0,43168,11,12,164172,1,0,17868.73,0
0,0,0,1,5976,33,30,22015,0,0,2909.54,0
0,1,0,0,37102,21,20,102313,0,1,13090.74,0
0,1,0,1,23036,43,49,80175,1,1,17671.34,1
1,1,0,1,23049,99,122,63075,1,1,23058.84,1
1,0,0,1,4835,60,44,21741,0,1,8089.69,0
1,0,1,1,12372,18,20,73617,0,0,7871.63,0
0,0,0,0,167714,32,19,532991,1,1,59494.49,1
0,0,0,0,23597,18,20,111714,0,1,10550.17,0
0,0,0,1,3226,66,47,29406,0,0,3692.98,0
0,0,1,0,32170,156,162,206448,0,0,13529.62,0
1,0,0,1,95361,130,121,325754,1,1,48460.81,1
0,0,0,0,64591,109,98,284399,1,0,23513.4,0
0,1,0,0,4407,72,49,20032,1,0,11115.67,0
1,1,0,1,18638,97,73,114884,1,1,26747.56,1
0,1,0,1,82656,32,27,226035,1,1,31697.46,1
0,0,1,0,9507,26,15,92186,1,0,11675.94,0
0,0,1,0,32765,53,56,91646,1,0,12127.17,0
0,1,0,1,9417,41,38,24161,1,1,13055.8,1
0,0,1,1,9982,115,131,96959,0,1,13698.22,0
0,0,1,0,38505,33,27,134791,0,0,4399.39,0
0,0,0,0,63185,43,28,213695,0,1,17689.83,0
0,1,0,0,16589,56,34,73505,1,0,12810.15,0
0,0,0,1,27012,20,24,73207,0,0,4864.28,0
0,0,1,1,9818,33,38,77656,0,0,6199.9,0
0,0,0,1,14712,31,35,40750,0,0,2730.12,0
0,0,1,1,21903,40,46,81450,1,0,13859.84,0
0,0,1,0,7400,69,60,28434,1,0,9762.73,0
1,1,0,0,11898,10,12,92882,1,0,15522.98,0
0,0,1,1,12334,115,91,84071,0,1,11690.25,0
1,0,1,1,25406,64,56,66919,0,1,14219.43,0
1,0,1,1,7389,14,11,53856,1,0,12486.74,0
1,1,0,0,86368,62,43,224519,1,1,35715.53,1
0,0,0,0,117187,20,19,324495,0,1,25494.5,0
0,1,0,0,33745,72,47,173644,1,0,18047.45,0
0,0,1,1,18768,104,108,78648,1,1,15877.82,1
0,1,0,0,2701,43,44,17103,1,0,10857.14,0
1,1,0,1,12999,20,23,98378,0,0,11892.4,0
0,1,0,1,19686,179,231,156726,1,1,33337.31,1
0,0,0,0,43841,77,49,161258,0,1,14596.43,0
0,0,0,1,69194,208,216,178354,1,0,23894.58,0
0,0,0,1,2474,33,34,24532,0,0,2858.63,0
0,1,0,1,14448,34,21,86961,0,0,5878.0,0
0,0,1,1,26173,42,25,99311,0,1,9894.8,0
0,0,1,0,2137,161,157,16364,1,0,11303.73,0
0,0,0,1,26067,135,131,155046,1,1,28146.76,1
1,0,1,1,11034,10,12,46612,0,1,8520.84,0
0,0,0,1,13843,132,135,92344,1,0,15489.22,0
0,0,1,0,13819,34,25,35881,1,1,8913.42,1
0,0,1,0,24105,23,27,65307,0,1,5669.66,0
0,0,1,0,54221,63,55,222019,1,1,28354.79,1
1,0,0,1,84700,200,190,377756,1,1,53778.43,1
0,1,0,0,2368,105,81,21188,0,1,9076.92,0
0,0,0,1,2363,27,20,10165,1,0,6417.37,0
0,1,0,1,70745,72,73,199052,1,1,30427.48,1
0,1,0,1,23133,17,17,116491,1,0,13790.52,0
0,1,0,1,8661,55,60,67170,0,0,8687.58,0
0,0,1,1,21920,55,51,82313,1,0,12226.42,0
0,0,1,1,7778,97,114,61796,1,0,14462.92,0
0,0,1,0,18925,52,41,105305,0,1,10454.93,0
0,0,1,1,4115,68,73,16836,0,0,5430.18,0
1,0,1,1,23519,71,43,126031,1,1,23700.04,1
0,0,1,1,63336,67,83,268036,1,1,37758.74,1
0,0,1,1,19677,50,34,102561,0,0,5443.59,0
1,1,0,1,16814,61,49,63214,1,1,20121.49,1
0,0,0,1,33617,21,22,135596,0,0,5190.79,0
0,0,1,1,42113,127,76,212139,1,1,27746.22,1
1,0,1,1,4631,317,250,25033,1,1,22180.13,1
1,0,1,1,86415,34,39,315105,1,1,44069.66,1
1,0,0,1,5281,86,104,33488,1,1,16338.15,1
1,0,0,0,3797,10,8,10273,0,0,5414.09,0
0,0,1,1,5677,17,15,23129,0,0,4098.0,0
0,1,0,1,7971,178,123,25390,0,0,8156.58,0
0,0,1,1,3632,69,56,24876,0,1,5957.78,0
0,0,1,0,27567,51,50,118976,1,0,15985.0,0
0,0,1,0,55529,35,35,175141,1,0,14314.21,0
1,0,1,0,27218,46,38,74856,1,0,13268.25,0
1,1,0,0,5909,127,115,21842,1,0,16346.18,0
1,0,1,1,23480,26,16,98484,1,0,16978.1,0
0,1,0,0,41426,120,110,150732,1,0,20274.31,0
1,0,1,1,3100,28,33,21758,0,0,9822.1,0
0,0,0,0,4836,50,53,19446,0,1,3234.45,0
0,0,0,0,1829,33,37,11692,0,0,374.49,0
0,1,0,1,97609,16,16,251115,1,1,34324.19,1
0,0,1,1,57828,62,55,253448,1,1,34590.34,1
0,1,0,1,14845,42,28,109708,0,0,6290.86,0
0,0,1,0,24978,27,28,93186,0,1,8775.3,0
0,0,0,0,11430,96,72,83583,1,0,14556.85,0
0,0,1,0,8300,111,75,32700,0,1,5379.37,0
0,0,0,0,6110,29,22,48991,1,1,11711.37,1
0,1,0,0,12882,35,37,96742,0,1,11139.02,0
0,1,0,0,13966,132,136,47141,1,1,16030.57,1
1,0,1,1,47068,72,53,179251,0,1,20728.18,0
0,0,1,1,15723,11,8,61958,0,1,6943.25,0
1,0,1,1,49000,69,64,132441,0,0,11586.9,0
0,0,1,1,7533,68,73,31732,0,0,5844.91,0
0,0,1,0,36929,41,33,187615,1,0,15022.9,0
0,0,1,0,32258,129,104,101546,1,1,19915.63,1
0,0,0,0,30929,47,40,79995,0,1,7886.6,0
0,0,1,1,19383,144,183,95841,0,1,17049.24,0
0,0,1,1,44333,11,10,186906,0,0,6885.9,0
